Period_1,Period_2,Period_3,Period_4,Period_5,Period_6,Period_7,Period_8,Period_9,Period_10,Period_11,Period_12,Period_13,Period_14,Period_15,Period_16
0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,165.9,0,0,0,0,0,0
3,15,21,0,21,107,0,0,0,0,0,0,0,0,0,0
,,,,,,,,0,0,6,155,3,0,3,0
,,,,,,,,,,,,20,70,30,47.8
,,,,,,0,168.6,0,0,0,0,0,0,0,0
39,0,0,0,0,0,0,0,0,0,0,0,85,0,44.95,0
0,0,0,0,0,0,0,0,0,0,0,5,11,0,153,0
,,,,,,,,,,,,,48,77,46
0,0,0,0,0,0,0,0,0,0,0,0,0,0,173.4,0
0,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,0,0,0,0,30,121.37,24
149,20.5,0,0,0,0,0,0,0,0,6,0,0,0,0,0
0,0,0,0,176.5,0,0,0,0,0,0,0,0,0,0,0
0,0,41,0,35,2,2,0,0,4,12,12,29,21,18,3
,,,0,10,33,79,10,55,-23,15,0,0,0,0,0
,,,0,0,0,0,0,0,0,0,0,0,180,0,0
,,,,,,,,30,24,24,19.5,12,6,48,18
0,0,0,0,167,3,12,0,0,0,0,0,0,0,0,0
80,49,8,0,5,0,0,0,0,0,0,0,6.24,34.32,0,0
0,0,0,0,0,0,182.6,0,0,0,0,0,0,0,0,0
8,0,4,0,0,2,41,0,0,90.1,25,4,6,0,0,3
0,27,4.5,0,0,0,3,5,5,4.5,10,7,0,120,0,0
,,,,,,,,,,,,181,6,0,0
,,,,,,,,,,0,0,0,0,188.3,0
,,,,,,,,,,,,,,,188.95
,,,,,,,,,,,,,,53.5,136
0,0,0,0,0,0,182,0,0,0,0,7.5,0,0,0,0
0,0,5,0,169,0,0,0,5,0,5,0,6,0,0,0
130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
,,,,,,,,0,0,0,0,0,48.45,92.31,49.5
4,0,12,0,0,13.5,54,4.5,9,4.5,0,21.5,49.5,7.5,5,6
,,,,144,18,0,29,0,0,0,0,0,0,0,0
,,,,191,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,126.48,0,0,0,0,0,0,0,0,65,0,0
0,0,100,0,0,0,91.6,0,0,0,0,0,0,0,0,0
0,0,85,0,109,0,0,0,0,0,0,0,0,0,0,0
,,,0,28,67,40,0,6,6,35,12,0,0,0,0
,,,,0,0,0,0,14,17,0,2,10,53.8,90,7.8
0,0,0,0,0,0,0,0,0,0,195,0,0,0,0,0
0,49,31.4,0,0,10,39.6,65,0,0,0,0,0,0,0,0
0,0,0,0,0,10,5,5,10,106,0,36,0,6,12,6
,,,,,,,,,196,0,0,0,0,0,0
20,5,121.4,0,5,0,45,0,0,0,0,0,0,0,0,0
,,,,,,,,74,18,38,32,36,0,0,0
199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,0,5,0,0,0,0,15,0,0,0,0,0,0,0,0
200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0,4,0,0,0,10,0,20,60,35,10,46,10
35,40,10,0,11,0,105,0,0,0,0,0,0,0,0,0
0,0,11,0,172.42,14,6,0,0,0,0,0,0,0,0,0
0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,204.51,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,180.5,25.5
208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,185,24,0
,,,,,,,,93.6,52.79,0,54.5,10,0,0,0
0,0,0,0,0,0,0,0,26.1,6.5,0,15.79,43.55,54.79,43.05,22.24
,,,,,,,,,0,10,0,0,12,0,190.2
21,10,22,0,22,0,27,20,0,3,9,50,30,0,0,0
10,25,20,0,35,73,40,0,5,6,0,0,0,0,0,0
0,0,120,0,65,0,0,0,30,0,0,0,0,0,0,0
,,,,,,,,140,6,0,0,30,39,0,0
0,16,0,0,0,0,28.2,0,0,131,0,40,0,0,0,0
0,0,0,0,0,0,0,0,216,0,0,0,0,0,0,0
0,0,2.5,0,10,0,0,6,0,0,10.5,91,14.5,0,24,59.5
7.5,5,90,0,0,85,12,0,10,0,0,6,5,0,0,0
0,0,22,0,199,0,0,0,0,0,0,0,0,0,0,0
3,80,0,0,0,25,0,29,20,9,0,0,0,0,15,40.25
0,0,0,0,0,0,0,0,0,55,2.5,22.5,46,0,58,38.75
39,110,0,0,39,0,5,0,0,0,0,30,0,0,0,0
0,0,0,0,0,149,55,0,0,0,0,0,0,0,20,0
119,12.5,15,0,15,20,0,15,0,0,0,13,15,0,0,0
0,0,0,0,0,0,0,0,10,6,0,0,0,210,0,0
,,,,,,,,,,,,,,197.64,30
0,0,0,0,0,0,0,0,0,0,0,228,0,0,0,0
0,0,0,0,0,228.48,0,0,0,0,0,0,0,0,0,0
0,0,40,0,5,25,25,40,0,-40,49,28,5,25,27,0
0,140,5,0,5,0,52.6,29,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,232
,,,0,0,233,0,0,0,0,0,0,0,0,0,0
,,,,,,,,233,0,0,0,0,0,0,0
0,0,0,0,0,0,0,70,0,0,0,0,71,86.1,7.8,0
0,0,0,0,0,0,0,92.82,0,0,0,85,0,0,57.5,0
0,0,0,0,0,0,0,0,0,0,236.13,0,0,0,0,0
,,,,,,,,,,,,,136.5,100,0
5,0,40,0,5,0,0,0,0,0,36,84,38,20,10,0
0,0,0,0,0,0,0,0,0,0,0,179,0,0,60,0
,,0,0,119,91.5,28.5,0,0,0,0,0,0,0,0,0
0,0,90,0,0,150,0,0,0,0,0,0,0,0,0,0
20,40,0,0,120,20,6,0,10,25,0,0,0,0,0,0
,,,,,,,,43.6,107,0,0,12,0,0,80
0,0,0,0,-129,0,0,0,372,0,0,0,0,0,0,0
5,0,0,0,90,0,30.5,33.5,0,0,0,0,0,84.5,0,0
0,158.5,0,0,0,0,0,85,0,0,0,0,0,0,0,0
30.5,0,118.5,0,90,0,5,0,0,0,0,0,0,0,0,0
,,,,,,0,0,244,0,0,0,0,0,0,0
0,0,0,0,238.34,0,6,0,0,0,0,0,0,0,0,0
245.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,35,100,6,100,5,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,4,123,120
,,,,,,64,0,113,0,0,35,0,0,0,36
,,,,,,,,,0,8,35,6,7,50,142
0,249.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,100,0,0,150,0,0,0,0,0,0,0,0,0,0,0
,,,0,43,50,33,87.2,10,28.5,0,0,0,0,0,0
,,,,,,,,,,,,92.82,89,70.95,0
,,,,,,,,,59.5,13.5,5,19,77.3,14,64.5
0,89,0,0,0,0,0,0,0,0,142,0,0,0,25,0
0,5,17.5,0,17,5,0,0,5,102,22.5,18,0,65.8,0,0
,,,,,,,,8.5,50,0,0,0,0,115,85
,,,,,,,,,,,,,,261.1,0
,,,,,,,,261.24,0,0,0,0,0,0,0
,,,,,,,,,,,,,,249.5,12
0,0,0,0,0,0,0,0,0,264,0,0,0,0,0,0
0,209,5,0,10,5,10,5,10,0,0,6,5,0,0,0
72.6,13.2,34.2,0,5,28.5,10.5,0,0,23,15,46.5,6,6,5,0
0,0,0,0,0,0,0,0,0,267.33,0,0,0,0,0,0
,40,0,0,0,0,0,0,0,0,6,0,177,0,9,35.75
,,,,,,,,,0,0,135,21.3,98.95,10,5
,,,,,,0,30,220,20.5,0,0,0,0,0,0
,,,,,,,,,,,,,,,270.5
5,0,8,0,0,259,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,0,49.5,0,55,54.8,112.8
0,0,0,0,0,172.5,0,0,0,100,0,0,0,0,0,0
,,,,,,173,0,0,0,0,0,0,100,0,0
,,,,,,,,,,,,,,273,0
0,0,0,0,0,0,0,205,69,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,10,109,155
0,0,0,0,178.5,0,0,27.5,28.5,0,0,0,0,0,22.5,22
,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,46,90,0,43,10,0,0,0,0,0,0,5,0,0,0
,,,,96.1,16,0,0,11,13.5,13.5,113.5,10,10,0,0
20,41,94.5,0,4.5,32,0,0,0,26,0,0,21,39,0,10
200,20,5,0,10,0,0,0,0,0,0,36,12,6,0,0
0,47.5,0,0,88,0,42.5,0,0,0,0,0,0,66.5,45.5,0
160,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0
129,0,0,0,0,0,165,0,0,0,0,0,0,0,0,0
0,0,0,0,0,70,0,0,224,0,0,0,0,0,0,0
,,0,0,0,0,0,0,0,0,0,0,31.75,263,0,0
,,0,0,188.5,7.5,96.5,0,0,0,2.5,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,58,228,10.5,0,0
,,,,,,0,63,32,12,40,0,53.5,27.5,3,66
0,229.5,23,0,0,0,10,0,10,0,0,0,5,0,0,20
,,,,,,,,,,,,0,170,40,88.69
299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,299.82,0
300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0
55,166,40,0,0,0,0,30,0,9,0,0,0,0,0,0
0,0,115,0,142,0,29.5,5,10,0,0,0,0,0,0,0
0,0,0,0,115,0,0,0,125,0,0,10,12.8,0,0,40
0,0,0,0,0,0,0,304,0,0,0,0,0,0,0,0
60,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,30,0,0,30,80,45,10,0,10,100,0,0,0,0,0
11,123,23,0,149,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,257.8,0,28.5,0,0,23.75,0
0,37.41,0,0,0,0,0,0,0,55.62,80,0,38.66,16.77,67.03,15.48
20,25,30,0,100,15,25,0,25,0,0,45,0,6,23,0
,,,,,,,,74.5,10.5,0,140.5,63.8,27.6,0,0
0,0,0,0,0,94.5,0,57.5,0,0,0,50,116.75,0,0,0
0,0,0,0,30,0,52.6,50,25,75,25,0,4.5,59,0,0
,,,,,,,,0,0,0,0,273,22,26.8,0
0,0,0,0,0,66,0,56,5,0,0,0,132.6,0,0,63
0,0,10,0,0,0,5,0,30,216.9,0,19.5,33,10.5,0,0
0,120,40,0,70,0,30,0,0,0,0,0,60,0,5,0
0,45,0,0,0,45,17.5,0,113,40,40,0,29,0,0,0
198,0,13.5,0,0,0,0,0,0,0,0,0,34.5,0,47.5,39
0,5,59.27,0,10,0,89.6,0,54,0,5,0,95,6,11,0
0,137,20,0,0,53.5,0,0,72.5,52,0,0,0,0,0,0
0,105,85,0,30,15,15,0,0,6,0,0,22,50,9,0
0,0,0,0,0,0,0,0,0,0,0,0,0,221,118.3,0
0,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188.5,0,0,0,25,50.5,50,0,27,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,341.95,0,0,0
0,0,139,0,2,9,5,7,5,0,4,2,3,0,15,153.5
0,100,0,0,245,0,0,0,0,0,0,0,0,0,0,0
0,25,0,0,0,0,0,109.55,0,0,0,30,30,0,152,0
0,0,0,0,23,23.5,47.5,10,123,123,0,0,0,0,0,0
0,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,10,0,0,10,0,100,0,10,0,0,0,5,20,5,0
200,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,360.5,0,0,0,0
0,0,0,0,0,0,0,0,172.89,99,0,0,0,0,89,0
32,0,20,0,18,0,0,229,52.5,9.5,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,361.08,0,0,0,0
,,,,,,,,,,,355.28,6,0,0,0
7.5,0,0,0,0,228.48,0,0,119.4,0,6,0,0,0,0,0
234,0,0,0,125.4,3,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,364.5,0,0,0
18,50,5,0,15,84,20,51,5,35,6,36,10,12,12,6
,,,,,,,,,,,,0,70,295.2,0
0,29,144.5,0,0,48,23,0,30,0,0,91,0,0,0,0
9,0,0,0,37.5,55.9,140.5,33.5,19.5,0,0,0,32.5,26.5,12.8,0
5,0,35,0,40,15,40,98,30,6,12,12,0,40,0,35
0,0,0,0,0,0,0,0,0,0,0,0,0,245.62,123.42,0
,,,,,,,,8.5,51,3,5,16.6,59.56,220.96,4.52
27,0,0,0,215.2,0,0,0,15,5,0,0,85,11,6,5
12,11.5,215,0,10,5,36.5,0,20,25,0,0,0,0,5,30
,,,,,,,,,5,0,0,0,96.5,270,0
25,35,15,0,20,95,40,20,42,35,5,12,6,6,16,0
12,363.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,5,0,0,5,0,0,0,0,40,0,35,50,0,242.1
0,0,149,0,229,0,0,0,0,0,0,0,0,0,0,0
0,50,266.2,0,58,6,0,0,0,0,0,0,0,0,0,0
190.1,97,5,0,0,89.9,0,0,0,0,0,0,0,0,0,0
,,,,,,,,5,0,0,6,12,0,149,210
,,,,,,,,,,,,,330.9,47,5
0,0,0,0,302,83.5,0,0,0,0,0,0,0,0,0,0
229,148,0,0,0,0,0,0,10,0,0,0,0,0,0,0
254,17,5,0,0,0,5,8,50,48,0,0,0,0,0,0
0,0,0,0,0,0,0,34.5,0,230,12,53,7.5,3,35.5,12
4.5,0,32,0,0,0,115,32.5,70,50,34,0,25,0,25,0
,,,,,,,,174.6,115,30,18,45,6,0,0
,,,,,,,86.5,5,0,12,235,11,0,20,21
3.6,21,16,0,59.5,85.5,70.5,35,6,35,4.5,6,0,40,0,11.25
,,,,,,,,0,394.2,0,0,0,0,0,0
0,0,118,0,0,0,0,0,0,277,0,0,0,0,0,0
,,,,,,,,71,152,6,119,-41,9,56,23
0,0,399,0,0,0,0,0,0,0,0,0,0,0,0,0
400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,47,321.5,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,180,222.02,0
0,12,12,0,18,0,95,0,129,3,80,0,0,0,53.97,0
212,2,0,0,14,75.9,15,0,20,12.5,8,0,11,33,0,0
,,,,,,,0,0,0,0,0,339,0,64.5,0
15,0,0,0,366.4,0,0,0,24,0,0,0,0,0,0,0
0,0,30,0,6,0,9,139,143,70,9,0,0,0,0,0
14.5,0,348.5,0,0,0,5,38,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,204.5,204,0
9.5,44.6,15,0,183,161,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,65,0,10,0,0,70,272.5,0,0,0
35,60,82,0,119,34,88,0,0,0,0,0,0,0,0,0
39,2,9,0,14,2,100.2,25,142,0,4,15,35,9,17,5
0,3,201,0,0,0,0,0,0,5,210,0,0,0,0,0
0,44,0,0,24,193,0,0,0,0,0,0,0,87.5,23.75,47.5
400,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,35,32,0,29,9,233,0,78.5,4.5,0,0,0,0,0,0
,,,,,,,,,,,,64.75,151,139.5,66.25
,,,,,,,,0,100,2.5,70.5,29,211,12,0
3,87.5,0,0,108.78,15,26,41,124.4,20,0,0,0,0,0,0
0,0,45,0,0,5,0,65,29,5,0,67,15,190,5,0
0,0,0,0,302.12,0,0,0,50,0,0,8,50,16.25,0,0
,,,,,,,,,,,,,,427.75,0
0,0,0,0,0,0,93,5,132,0,6,0,3,103,0,87.21
,,,,,,,0,12,24,126,57,127,24,36,24
0,61,0,0,0,0,0,81.5,0,75,60.5,10,9,75.5,12,45.8
0,0,0,0,0,0,13.5,45,0,0,0,128,92,75,35,42
20,0,0,0,0,0,5,60,29,0,10,60,84,30,60,73
67,258,0,0,109,0,0,0,0,0,0,0,0,0,0,0
42.5,0,0,0,0,8.5,0,0,0,0,0,0,88.25,30.3,222.5,42
257.5,9,4.5,0,0,13,15.5,135,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,2.5,3,431.95,0,0
,,,,,,0,0,440,0,0,0,0,0,0,0
0,0,0,0,308,0,0,0,0,0,0,0,0,0,132.45,0
,,,,,,,,0,0,0,25,3,72.5,0,340
,,,,,,,,78.5,92,20.5,29,44,122,55,0
0,183.5,0,0,0,0,0,0,0,0,0,0,0,0,0,258
0,49,8,0,110,150,5,5,0,0,0,0,12.5,103,0,0
0,0,30,0,0,0,29,42.5,2.5,0,66,20,115,0,79.06,60
0,0,0,0,0,0,0,0,0,0,0,0,0,445,0,0
,,,,,130,315,0,0,0,0,0,0,0,0,0
-25,78,33,0,12,0,32,17.5,143,0,0,0,3,3,151,0
0,0,0,0,0,0,0,0,0,0,0,0,0,139.3,152.5,156
0,0,0,0,0,0,0,0,439.4,8.5,0,0,0,0,0,0
219,0,0,0,18,6,0,39,25,0,0,30,84,0,0,27
0,0,16,0,6,18,0,0,0,0,0,409,0,0,0,0
0,167,10,0,4.5,10,13,5,4.5,0,0,18,0,124,94.46,0
29,0,69,0,60,0,133,0,50.04,0,0,115,0,0,0,0
,,,,,,,,,,,,,,,456.15
214,103,0,0,60.5,6,15,0,0,0,12,18,0,24,5,0
248,2,4,0,0,7,69,2,40,0,64,2,6,3,0,11
0,0,0,0,0,0,0,0,0,0,0,308.26,72.8,0,78,0
59,16.5,42,0,62.5,62,26,0,31,128.5,7.5,0,10,20,0,0
0,35,30,0,51,15,70,10,36,42,18,63,24,12,12,48
,,,,,0,-20,245,0,243,0,0,0,0,0,0
94,86,9,0,9,4,0,234,2,3,0,2,6,9,9,3
,,,,,,,0,0,0,0,70,0,264,70,70
0,0,0,0,0,0,10,24,0,0,0,82,178.05,65.5,120.3,0
0,40,0,0,108,24,278,0,0,0,0,0,0,30,0,0
47,38,48,0,58,38,32,185,23,12,0,0,0,0,0,0
,,,,,,,,,,,,,27,385,70
,,,,,,,,,,,,,418,72,0
0,0,0,0,202,0,0,0,0,4.5,0,251.2,0,0,0,32.95
0,0,54,0,6,6,60,112,27,82,15,120,0,3,6,0
0,4,6,0,0,0,273,3,0,0,2,130,48,0,23,3
69,0,0,0,0,0,0,0,0,0,0,0,0,423.5,0,0
,,,,,,,,,448.8,0,0,0,0,30,15
,,,,,,,,0,20,0,55.1,52.87,241.88,92.58,32.44
,,,,,181,64,97,0,0,11,4.5,40,0,97.5,0
,,,,36,224,5,26,61,34,63,33.3,12.8,0,0,0
0,0,0,0,0,0,0,0,0,0,0,93,0,0,405,0
48,0,0,0,13,5,178,0,150,70,4.5,15,15,0,0,0
,,,,,,,,251,0,115,6,45,0,7.5,75
0,6,85,0,170,0,25,0,0,79.5,0,0,0,124.5,0,12
0,0,0,0,0,0,268,0,57,98.5,0,47.5,31,0,0,0
50,0,0,0,0,316,50,0,0,75,0,7.5,5,0,0,0
,,,,,,,,,,37.5,405,62.25,0,0,0
,,,,,,,,32,290,26,53,36,0,42,26
,,,,,,,,124.5,59,24,146,97,55,0,0
,,,,12,0,0,0,5,14.5,23,33,0,19.8,375.25,25.8
,,,,,,142.5,0,58.92,12,161,107.5,10.5,0,9,7.8
40,108.5,30,0,40,0,80,115,40,56,0,0,0,0,0,0
0,0,0,0,423.5,0,0,0,0,0,0,0,86.7,0,0,0
0,39,5,0,0,0,0,0,0,40,0,0,86,0,344,0
0,15,0,0,0,0,0,363,0,0,90,36,0,0,0,12
65,155.5,94,0,85,65,17,36,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,519
0,0,0,0,0,0,120,280,70,44.5,0,0,0,4.5,0,0
0,0,0,0,47,0,29,0,70,0,0,274,36,23,41,0
,,,0,22,6,6,0,18.5,122.9,0,240,6,103.5,0,0
,0,0,0,320,0,0,0,29,0,0,0,0,180,0,0
,,,,,,,,56,233.7,17.5,0,133,50,41,0
45,0,6,0,0,173.81,105,0,100,0,29,5,70,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,98.5,197.46,209.95,30
10,0,0,0,0,147.5,0,0,0,175,0,0,0,0,205,0
0,0,79,0,280,0,30,20,28,101,0,0,0,0,0,0
62.5,27.5,5,0,20,5,47.5,10,21,6,95,192.9,12,6,11,17
130,0,275,0,65,0,0,0,70,0,0,0,0,0,0,0
0,0,0,0,0,0,0,12,33,130,16,6,258.8,36,36.05,13.8
0,0,0,0,0,29,147.8,15,5,0,5,5,0,262.5,75,0
,,,,,,0,0,0,100,75,329.4,24,18.36,0,0
85.5,20,159,0,87.5,0,15,0,110,35,10,0,20,5,0,0
0,39,29,0,3,0,0,44,5,0,30,125,153.5,40,70,10
60,100,35.6,0,64,228,0,0,56,5,0,0,0,0,0,0
0,0,0,0,0,179,0,0,0,0,0,332,0,40,0,0
,21.5,11.5,0,11,5,40,271.5,23.5,29,6,76.5,38,0,0,20
0,5,60,0,0,78,-145,5,8,231,0,0,0,0,312.1,0
409,0,0,0,6,0,0,107,10,0,0,0,12.8,0,10,0
124.5,25.5,0,0,0,0,0,0,0,13,51,96,80,14.5,89,70
0,0,14,0,16.5,0,0,0,0,0,149.5,179,32,10,41,123
,,,,,,,,,,,98,92.5,269,100.46,9
,,,,,,,,,0,12,36,69.5,117.9,178.33,156.35
69,0,121.5,0,279.28,0,21,69.5,10.5,0,0,0,0,0,0,0
2.5,10.5,59.5,0,10,3,0,5,20,0,0,89,145,23,145,60
130,0,10,0,0,0,0,9,11.5,0,10,35,161.6,62,98.2,46.5
,,,,,273.34,301.92,0,0,0,0,0,0,0,0,0
3,95,35,0,3,4,123,8,133,8,2,0,120,-22,3,66
0,0,0,0,0,0,0,0,0,0,0,0,0,120,461.5,0
6,2.5,63,0,70,5,5,60,271,6,0,0,58,36,0,0
0,0,0,0,45,0,0,40,80,160,120,40,58,40,0,0
0,5,10,0,372.18,17,55,2.5,10,41,0,0,66.5,4,0,0
,0,218,0,0,26,0,0,0,0,0,0,0,0,166,178.49
0,47.5,0,0,0,0,-70,19,30,6,0,0,0,18,83.5,456
0,0,0,0,282,0,0,0,0,0,0,0,0,310.27,0,0
,,,,,,,,,,0,0,0,594.5,0,0
,,,,,,,,161,286,51,24,26,6,12,32.95
227.1,81.5,2,0,20,129.5,139,0,0,0,0,0,0,0,0,0
17.5,35.5,21.2,0,0,0,11,0,5,0,2.5,47.5,72.5,382.6,0,4.5
50,0,266,0,20,5,10,15,15,5,41,11,29.8,26,84,25
0,65,0,0,130,286,0,0,0,0,5,25,75,15,5,0
,,,,,,,,,,,,,,488.69,124.75
,,,,,,,,21,452,6,71,0,30,12,24
6,10,160,0,6,168,12,0,50,159.3,0,36,6,0,0,6
37.5,44.5,135.5,0,35.5,4.5,27.5,42.5,42.5,52.5,0,115,0,85,0,0
0,20,95,0,40,330,30,0,0,35,0,75,0,0,0,0
0,0,0,0,0,0,0,0,0,66.5,17,80,272.6,154.8,18.8,16
43.5,80,39,0,0,0,0,230.5,2.5,163.5,0,62.5,4.5,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,629,0,0,0
,,,,,,,,40,0,53.5,40,0,46,451,0
218,399,0,0,0,16,0,0,0,0,0,0,0,0,0,0
39,0,75,0,10,0,0,0,0,50,109,85,112,89,65,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,640
,,,,,,,,0,0,0,0,0,161,480.98,0
0,0,0,0,221.5,0,0,0,0,156.1,0,15,169.4,47.8,0,32.95
,,,,,,174.6,219,0,0,54.5,0,135.5,60,0,0
6,0,20,0,14,8,10,4,2,2,33,6,11,314.99,56,160
332,15,0,0,0,136.5,0,3,0,0,0,30,0,0,131.58,0
50,0,0,0,0,0,0,0,0,361.02,0,186.98,6,40,5,0
0,0,44.5,0,0,6,0,0,0,1200,-600,0,0,0,0,0
,,,,,,,,18.5,5,0,80,200.5,95.5,6,245
,,,,,,,,,,,,281,48.55,92.8,232.5
,,,,,,,,5,183,51,315,43,48.5,0,11
,249,15,0,0,0,0,29,0,0,54.5,0,0,0,49.25,270
0,20,15,0,16,5,10,5,21,12,15,353,26,25,65,79
0,300,0,0,230,140,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,300,0,0,58,0,314,0
128.5,190.5,27,0,11,14,20.5,28,29.5,6,51,29,34,24,9,70.5
0,251,0,0,24.48,0,0,155.4,139,0,0,29,29,0,22.5,22.5
229,25,0,0,39,0,360,0,20,0,0,0,0,0,0,0
,,,,,674,0,0,0,0,0,0,0,0,0,0
20,20,25,0,30,25,25,30,47,54,36,143.5,53,97,36,33
0,233,139,0,0,89,10,43,0,30,20,35.5,0,41,18,18
0,0,0,0,435.1,0,0,25,90,68.5,0,0,0,60,0,0
112,79.5,24,0,87,0,192,12,0,0,21,18,0,17.5,116.25,0
0,680,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,32,35,129.5,31.5,93,302.3,56.95
0,0,0,0,0,0,0,0,206,0,0,391,88.5,0,0,0
0,100,100,0,0,70,5,0,18,0,0,90,119,105,79,0
42,186,0,0,65,78,5,23,109.5,30.5,25,0,23,22,78,0
57,30.5,84,0,162,97.5,123.5,100.5,26.5,6,0,0,0,0,0,0
0,0,25,0,193.1,152,43,48.4,160.3,3,2,0,56.5,3,0,6
16,54.5,0,0,224,0,67.6,0,0,0,0,167.5,0,32,9,125.3
0,0,15,0,28,0,15,45,42,9,359,39,15,55,36,40
52.5,120.5,78.5,0,5,115,109.5,62,32,99.5,4.5,20,0,0,0,0
,,,,,,,,,,,,,286.66,271.75,142.15
150,35.5,360,0,89,0,0,38.1,5.5,0,0,2.5,0,20,0,0
10,60,13,0,81.4,10,5,0,10,183.5,15,95,63,20,55,80
0,0,330,0,0,0,10,0,139,0,73.2,2,0,0,150,0
80.5,153,45,0,90.5,123.5,60,48.5,12,7.5,16,15,19,35,0,0
,,,,371,12.5,0,45,152.5,14.5,28,47,25,12,0,0
198,0,0,0,316.91,0,192.78,0,0,0,0,0,0,0,0,0
0,0,0,0,18,0,10,0,0,40,25,0,615,0,0,0
27.5,118.25,0,0,0,0,17.5,20,48,0,30,100,347,0,0,0
,,,,,,,,85,48,30,104,102,78,202,60
23,42,44,0,77,15,59,87.5,41,71,55.5,48,30,30,62.5,24
128,0,0,0,30,0,20,0,50,0,0,300,5,0,10,170
0,-42.5,0,0,0,0,0,0,300,100,0,0,0,360,0,0
62.5,145,66,0,30,40,0,0,0,0,40,0,0,237.45,32,69.99
38,94.5,96,0,94.6,389.4,12,0,0,0,0,0,0,0,0,0
33,10,291,0,101,27,5,126,21,111.5,0,0,0,0,0,0
252,92,34,0,8,0,0,0,0,0,29,70,223,15,0,3
,,,,,0,251.6,338,0,0,100,0,0,39,0,0
,,,0,10,0,146.8,145,13.5,27.5,10,128,79,85,9.5,75
59.5,30,183,0,56,20,170.5,92,5,54.5,15,38,10,0,0,0
0,0,0,0,0,0,0,0,220,0,0,137,0,0,148.46,231
0,0,60,0,5,97.95,40,0,41,49,91,84,30,134,90,24
22.5,20,0,0,5,699,0,0,0,0,0,0,0,0,0,0
,,,0,10,0,0,0,0,0,180,80,15,0,376.5,85
10,411,0,0,3,59,100,30,0,23,0,36,0,31,38,6
0,0,0,0,0,0,0,86,0,88,21,44,0,488.95,25,0
75,0,2,0,404.1,0,182.6,0,0,0,59.5,0,0,0,35,0
0,0,0,0,502.9,107,0,0,0,149,0,0,0,0,0,0
,,,,,,,81.6,67.5,101.5,157.5,5,130,82,138.99,0
36.5,125,162,0,108,78,110,147.5,0,0,0,0,0,0,0,0
0,184,0,0,0,0,45,0,10,0,100,135,30,205,30,30
,,,,,,,,,434.02,42.5,15.5,214,45.8,17.3,0
