Period_1,Period_2,Period_3,Period_4,Period_5,Period_6,Period_7,Period_8,Period_9,Period_10,Period_11,Period_12,Period_13,Period_14,Period_15,Period_16
58,3,160,0,65,3,90,0,0,204,0,0,69,0,0,118
6,3,82,0,6,30,122.6,6.5,35,157,0,189,129,0,9,0
126,653.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,45,15,0,539,15,50,61,5,18,0,0,0,0,0,0
,,,,,,,,147,281,20.5,6,266,28,36,0
11,46,0,0,248,46,24,6,70,28,70,47,50,15,109,18
44,80.5,30,0,103,18,25,25,25,35.5,30,96,85,10,122.5,60
,,,,,,,,,,,,,,489.95,300
,,,,,,,,15,189.3,34.5,199.5,216.45,32,87,18
,165.5,294.5,0,54,74,29,10,0,0,0,74,6,44,22.5,21.5
33.5,40,162.5,0,27.5,30,20,37.5,46,6,0,158.5,35,6,95,98
,,,,,,,,32,156,85,73,118,146.5,170,18
0,799,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,0,193,0,0,34,8,0,0,0,0,0,29.5,140,243,55
,167,361,0,143,120,10,0,0,0,0,0,0,0,0,0
,,,,,15,0,12,22,87,5,48,158.08,248.96,77,130.75
,,,,,,,,414.94,389.2,0,0,0,0,0,0
,,,,,,,,,168.5,86.5,92,157.4,146,104.9,50.1
477.5,48,0,0,115,5,5,14.5,6,12,34.5,82,6,6,0,0
15,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0
793.2,0,0,0,0,0,0,0,10,0,0,13.5,0,0,0,0
,,,,,821,0,0,0,0,0,0,0,0,0,0
13,5,670.14,0,27.5,105.98,0,0,0,0,0,0,0,0,0,0
339,15,0,0,12,12,53,0,5,0,0,382,5,0,0,0
115,56,43,0,44,0,0,13,5,0,129.5,186,63,73.9,71,24
,,,,,,,,16,88,52,46,97,437,94.78,0
,50.5,21,0,43,26.5,115.5,0,75,12,85,46.5,50,83.3,12,219
,,,,,,,,70,24.5,39.5,132.5,37,146.6,253.31,138.3
0,0,0,0,0,49,0,0,199,4.5,0,0,0,330.55,0,262.5
0,0,0,0,199,224,0,29,0,0,0,5,363.95,0,26,0
2,0,210,0,0,0,2,198,144.5,0,5,0,6,0,11,272
,,,,,,,,65,71.4,0,0,199.3,427.3,99,0
6,5,0,0,0,124,50,0,205,0,10,10,47.95,15,390,0
102,10,68,0,48,24,0,0,0,36,24,65,367.5,125,0,0
279,53,63,0,50,50,50,60,43,54,30,44,46,10.5,40,4.5
0,25,0,0,0,0,0,55.6,28,30,0,616.3,7.5,91,12.3,15
54.5,21,32,0,35,106,5,90,11,241.5,6,70,82,88,40,0
69.5,0,264,0,502.5,49,0,0,0,0,0,0,0,0,0,0
3,10,303,0,10,0,53.6,2,283,3,0,0,0,3,217.4,0
15,104,98,0,60,5,58,135,61,76,20,89.5,174,0,0,0
,,,,,,,,123.4,123.8,109,39,12,20,6,466
,,,,,,,,,,,,,,167,733.78
6,70,89,0,5,80,52,125,0,100,0,250,21,100,6,0
5,5,9.5,0,2,227.5,44.5,70,68.5,17,33.5,70.5,31.5,200.5,36,83
0,0,0,0,390,251.7,0,29,12,0,0,0,85,0,0,139
0,60,29,0,4.5,191.5,5,0,39,143,30,75,80,70,105,75.5
15,10,23.5,0,5,5,155,15,37,18,32,43,132.1,41,112,266.95
0,110,0,0,35,20,0,0,0,0,210,315,24.5,20,125,52
310.4,27,25.5,0,239.5,18,10,7,48.5,29.5,0,198,0,0,0,0
10,10,143,0,18,232,13,199,39,16,10,34,57,18,102.5,12
,,,,,,,,231.2,130,2,225,328.25,0,0,0
16,10,4,0,38,106,6,139,476.25,64.5,0,0,38,15,6,0
0,0,0,0,186.3,0,0,0,0,0,0,35,447.8,21,15,214
,,,,,741.6,177.95,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,919.94
166,2,25,0,48.5,23,0,22.5,62,53.5,22.5,0,40,0,449.99,6
198,0,10,0,0,0,63.6,399.4,0,0,0,82,0,0,170,0
0,0,29,0,117,263,5,0,359,23,40,0,70,20,0,0
3,256.5,0,0,468.5,0,10.5,144,45,0,0,0,0,0,0,0
,,,,95.5,111,71,12.5,24.5,144,146.5,41,93.5,196,0,0
203.5,368.5,0,0,0,0,66,143,0,0,0,0,0,0,120.5,40
,,,,,,,,38,262.08,144,98,102.5,112,81,103.98
,,,,,,,,118.5,556.6,107,0,6,45,109,0
,,,,,,,,73.6,394.55,23,105,261.5,10.5,42,32
109,0,0,0,105,40,91,45,533.5,3,0,0,4.5,9,0,4.5
,,,,,,434.5,0,425,48,0,0,0,40,0,0
,,,,,,,,28,144.5,14.5,330.5,32.95,121.75,263,18
433,49.5,0,0,0,0,0,0,0,0,0,203.9,272,0,0,0
400,0,0,0,530,0,10,0,19,0,0,0,0,0,0,0
0,167,0,0,5,2.5,0,0,48.5,46,45,212.1,55,195,113.75,77
0,20,5,0,0,154,307,0,278,0,100,70,0,0,0,35
20,10,12,0,17,0,0,5,20.5,24,0,20,19.8,30,693.77,97.6
119,334,0,0,80.1,0,20,0,197,81.2,0,140,0,0,0,0
0,72,17,0,35,352.5,25,130,10,30,0,47,81,117,24,36
159.2,0,75,0,37,80,20,195.4,32,12,37,75,62.8,40,85,67
91.5,299,684.1,0,-251,10,80,68,0,0,0,0,0,0,0,0
10,150,44,0,15,0,39,15,10,172,10,20,213,70,125,95
,,,,,,,,,,,,,,749.9,241
13,10,30,0,24.5,48,44,102.5,209,54,33,101,154.5,127.5,39.5,11
111.5,39,142.4,0,12,106,103.2,158.1,10,42,0,69,5,161,42.5,0
40,55,62,0,72,12,53,77,89,84,36,32,196,60,90,45
,,,,,,,130,114.5,761.2,0,0,0,0,0,0
,,,,,,,0,0,184,0,0,0,826,0,0
130,0,0,0,0,0,10,0,90,360.4,0,0,50,85,285,0
3,115,0,0,0,0,70,194,309,10.5,65,0,0,0,0,245
31,64,210.5,0,104,42,44,99,77,72,0,56,63,87,23,42
28,0,0,0,246,0,0,99,139,0,337,0,10,0,153,5
,,,0,155.5,20,82.6,165.6,54.5,9,64.5,224,35.5,122.5,70,18
0,6,6,0,8,373.48,6,6,43.6,186,6,26,187.8,41,60,66
,,,,,,,,,0,220.2,103,170,106.5,430.5,6
18,27,30,0,5,15,126,578,140.5,0,0,0,6,0,38,53
30,232,10,0,95,34.5,0,5,404,110,5,9,3,100,0,0
,,,,,,,,,,,,,,1041,0
7.5,61.5,17.5,0,61,45.5,93,20,60,217.5,18,42,255,48,70.75,24
,,,,,,120,262,82,94.5,18,19,67.5,60,153.75,168
0,350,0,0,12,0,0,0,79.41,2,0,6.01,257.89,74.1,18.77,251.03
,,,,,,,,20,415,6,212.5,305,50.5,36,10.5
30,30,0,0,95.4,0,0,0,0,0,0,571.52,274.5,54.5,0,0
25,130,0,0,0,20,63.6,116.6,170,0,0,0,84.5,0,107.1,340
0,874,48,0,0,115,0,5,0,17,0,0,0,0,0,0
0,0,89.5,0,0,298.19,0,0,5,50.7,0,16.5,46.5,480.41,64,9.5
338,0,0,0,145,229,253,22,10,0,0,0,64.95,0,0,0
,,,,,302,733.38,0,0,29,0,0,0,0,0,0
,,,,,,,,,90,57,194.5,190.27,113,306.46,119.25
3,2.5,0,0,0,39,100,198.5,110,39,50,86.5,199.5,13,182.5,55
14,6,57.5,0,36,94,204.4,161,4,181.5,70,0,88,123.5,20,20
0,160,40,0,263.1,0,0,40,0,281.1,0,0,0,296,0,0
235,5,74,0,0,113,265,188,148,54,0,0,0,0,0,0
0,29,65,0,36,403,40,62,30,137,30,48,70,0,15,117
9,4.5,363.5,0,0,25,4.5,72.6,206.14,41,0,221.5,20,21.5,0,96
244,479.5,27,0,91,5,0,29,5,0,0,0,79,91,5,32.95
0,0,29,0,219.1,205,94,48.6,0,320,0,46,24,75,18.5,12
0,0,0,0,0,166.4,20,5,45,34,105,8,503.4,0,205,0
210,167,377,0,59,35,14,0,0,0,0,124,95,0,12,0
0,40,21,0,0,46,0,275,10,173.28,18.5,0,23,488.95,0,0
0,0,0,0,0,10,0,0,0,0,0,0,0,53,607,432.99
74,18,66,0,326,15,28,0,5,74,20,139,30,84,85,141
,,,,,,,17,16.5,156,0,105,184.4,328.11,119.95,178.8
210,0,0,0,466.5,0,80,350,0,0,0,0,0,0,0,0
518.5,100,350,0,82,60,0,0,0,0,0,0,0,0,0,0
,,,,,0,373.7,10,135,227.5,10,0,0,347.95,7.8,0
22,40,20,0,70,578,138.8,0,27,70,44,21,26,0,21,36
100,91.5,687,0,0,236.5,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,1120.4
5,9,97,0,216.5,98,229,84,19.5,85.5,21.5,118.5,47,9,47,36
41,59,80,0,42.5,15,45,22.5,48.5,87,24,56.5,370,108,82,42
0,0,0,0,1123,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,145.38,136,57,140.5,69.75,193.4,368.45,13
30,14,41,0,8,33,501,145,70,0,32,93.5,4.5,3,143,9
5,193.5,39.5,0,109,78,102.5,0,0,0,80.5,143,98.5,20,139.75,120
109,122,38,0,0,2,30,435.6,2,180,72,40,42,6,39,18
,,,0,195,0,95,0,387.5,5,0,2.5,239.1,212,0,0
105,130,100,0,120,110,150,145,281,0,0,0,0,0,0,0
,,,,,,,,,70,0,109,53,100,809,0
0,305,196.4,0,395.5,24,0,62.5,36,12,0,0,42.75,32.5,0,34.5
,,0,0,0,0,170,19,629,0,20.5,39,10,31,214.8,10
261.5,0,176,0,0,0,10,20,104,0,0,122.5,186,120.5,0,145.5
165,157.5,0,0,18,48,9,9,196.5,172,13.5,13.5,158,70,78,39
,,,,,,,,,,,,,475.2,396.1,277.5
0,42.5,29,0,0,0,0,203,0,0,494,353,0,29,0,0
,,,0,5,11.5,150.2,242,258.4,5,2,140.5,14,109,213.1,0
36.5,353,256,0,10,2,8,21,36,4,6,6,25,21.3,234.04,140.65
10,31,0,0,12,10,5,0,0,0,0,0,0,0,229.95,865.82
208,78,0,0,0,350,0,0,0,150,0,0,180,200,0,0
87,151,10,0,18,69,272.4,72.6,55,78,72,222.5,15,12,9,23
119.5,140,95,0,107,423,21,50.5,39.5,7.5,0,28.5,58,36.5,8,37
0,35,354,0,118.1,40,122,29,43,0,139,27,18,78,164,6
28.5,119,49,0,77.5,39,110.1,84,35,73,327,37,41,12,35,106
52,128,219,0,63,79,40,216,114,150,12,38,12,15,29,12
0,0,0,0,0,0,0,0,0,110,75,0,0,952.5,40,6
,,,,,,,,,,,514.95,229.45,193.85,124.95,124.95
,,,,,,,,2.5,99.5,80,589,59,0,0,359.95
120,0,0,0,60,150,114,260,135.6,5,328,10,6,0,5,0
0,57,42,0,80,26,9.5,20,77.9,61,0,0,296,39.75,238.5,246.5
32,7.5,228,0,40,37,39,0,0,0,5,618,179,10,0,0
1124.5,6,0,0,0,0,0,0,0,0,0,0,60.8,0,0,8.06
17.2,14.6,0,0,191.02,106.93,59.1,0,399.89,23,4.82,18.62,226.6,15,101.74,30
0,0,25,0,605.2,170,0,0,0,0,0,0,10,210,35,155
,,,0,74,64,72.5,110.5,194,69.5,57.5,24,12,384.77,148.9,0
0,138,55,0,50,110.28,71,0,10,0,9,437.2,113.5,150,14.5,54
89,3,50,0,84,50,35,5,80,0,101,75,40,45,60,499.95
0,4,3,0,10,0,5,0,0,195.3,14.5,222.5,346,45,37.5,336
75,50,120,0,5,0,0,0,10,235,0,449,0,186,84,6
65,313.1,200.68,0,0,0,0,0,427.4,137.7,72,6,0,0,0,0
5,20,15,0,0,0,0,0,30,0,0,0,0,0,488.5,667
30,785.5,0,0,12,187.5,0,0,0,20,0,0,0,30,0,167.5
,,,,503.5,4.5,10,412,15,0,57.5,134.5,59.75,40,0,0
,,,,,,,,,,,,,36.5,1179.55,30.5
140,12.5,50,0,57,104.7,42.5,25,40,86.5,11,6,118.5,41.7,18,494
35,120,130,0,75,32,117.5,42.5,95,506,-354.1,123,60,11,99,159
54,5,65,0,186.3,99,128.6,0,345,317,25,29,0,0,0,0
0,21,65,0,0,20,90,318,0,219,4.5,198.5,226,47.8,44.5,0
195,238.5,137.5,0,215.5,468,0,0,0,0,0,0,0,0,0,0
0,0,470,0,664,9,35,29,0,4.5,0,0,4.5,38,4.5,0
71,94,238,0,409.1,51,8,139,6,4.5,0,0,39,114,81.95,4.5
246,149.6,166,0,176.5,142,360,20,0,0,0,0,0,0,0,0
0,144.25,233,0,169,37,350,7,5,3,8,0,294,3,5,3
,,,,,,,,,,,,270.5,575.5,220,199
81,83,30,0,157,302,25,30,85,75,21,42,56,68,159,56
15,147,124,0,4.5,371.5,2.5,0,0,231,0,325,0,6,29,18
52,27,37.5,0,31.5,0,86.5,0,28,10,51,148,110,485.95,85.5,121.5
,,,,,,,,0,0,0,0,235,24,1012,6
5,118,15,0,61,33,50,15,72,52,30,85,110,70,444,120
0,134,0,0,46,73,0,40,0,255,0,188.95,20,159,367.95,0
5,39,140,0,52.5,226.5,10,216.4,70,80,220,58,93,12,45,20
0,8,22,0,281.1,103,35,46,239.5,23,74.5,84.5,6,147,96,126
0,101,127.5,0,13,15,17,19,42,4,13,31,257,614.6,8,39
274,160,130,0,48,0,188,0,5.5,0,0,132,10,49,270.5,35
147,114,228,0,99,0,176,139,0,62.3,45,54,221,6,0,20
,,,,,35.5,209,270.5,133,60,32.5,196,106.3,253.2,22.5,0
41,4,22,0,30,246,60,147,306,34,2,90,87,107.5,138,6
,,,,,,838.5,40,0,152,0,46,129,80,0,40
5,0,10,0,56,0,405,5,451,0,0,291,14,0,0,89
714.5,88,195,0,330,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,52.5,463.7,8.5,396,221,101.5,84,6
,,,,,0,0,0,0,0,0,0,1985.5,-651.75,0,0
,,,,,,204.1,76,88.5,162,31.5,114,315.6,69.5,105,170
453.5,6,3,0,148.2,29,7.5,14.5,295.5,0,0,131.5,3,237.95,6,3
,,,,,,,0,0,0,0,100,335,300,0,604
78,99,89,0,91,167,0,62,0,0,0,93,123,30,0,508.49
0,55,122,0,201,20,270,106,208.5,14.5,6,22,68,0,127,123
0,0,5,0,20,323,215,184,120,252,6,68.5,0,62,5,85
0,0,0,0,0,0,0,0,0,0,2,46.5,471.5,260.6,564.8,3
150,111,103,0,120,179.5,125,131,0,270.18,28,33,30,68,0,0
48,31,316.5,0,5,0,50,8,5.5,71,75,75.5,40,115,461,55
,,,,,,,,237.6,192,106,193,162,42.95,280,159
502,299,0,0,0,0,263.2,0,88.8,216,0,0,10,0,0,0
7,187,2,0,252.5,7,89,9,149.5,24,46,50,28.5,26.25,119.25,384
,,,,0,60,0,30,5,40,0,23,21,201,353,650.99
0,0,0,0,28,809,0,0,10,20,0,62,193,6,57.9,203
832,128,20,0,0,40,0,5,28,6,0,200.5,5,125.53,0,0
0,199,0,0,0,6,87,0,19,0,39,0,0,0,10,1031.9
52.5,158,50,0,111.5,89,50,130,31,84,173.5,60,117,134,45,108
0,40,0,0,22,49,0,0,0,75,0,0,5,1129,0,82
,,,,44,11,0,150.64,3,0,6,471,180.45,446.55,75.75,15.6
,,,,,188,392.5,195.6,114,50,57.5,125,91,100,68.25,22.5
10,261.6,62,0,0,0,32.5,104,10,61,10,60,160.5,46,326.75,290
20,15,0,0,20,10,74.6,234,10,401.4,6,12,509,11,101,24
39,125,0,0,27,0,45,329,180,0,10,55,33,406,44,156
187.2,11.5,3,0,60,0,60.5,125,-1.5,221.5,135,100,79.75,115,147.5,213.5
0,0,0,0,0,19.5,464,48.5,407.5,30.5,108.5,45,52.5,174,73.5,35.5
34,10,25,0,15,45,79,15,117,91,46,95.5,101,275,383.95,127
,,,,,,,,165,517.2,38,118,93,197.5,163,169
,,,,,,,,,34,237.5,204.6,191.1,154,601.95,40
9.99,13,5,0,16,5,99,109.5,73,234,11,21,80,87,686,18
,,,,,0,0,0,0,284,0,10,40,505.99,629,0
,,,,,,,,,,,,895.9,201.5,278.24,101.5
422.5,1055.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,87,69,0,222,4,251,12,89.6,202,17,21,294.5,63.5,78,66
,,,,,,,,5,0,481.68,144.5,380,411.95,55,6
590,58,201,0,34,5,108,21,16,118,197,45,54,11,22,5
0,3,10,0,20,0,164.5,10,48,12,0,120.5,304.95,515.45,18,260.91
5,62,241,0,43.5,139,122.5,6,30,42.5,52,28,24,610,38,52
0,0,0,0,1052.7,450,0,0,0,0,0,0,0,0,0,0
80,199,5,0,53,5,60,5,5,0,65,152.5,115.5,202.5,556,0
,,,,,,,255,0,100,8,22.5,11,207.45,351,552.94
,,,,,,,,,235,193,340,150.1,242.1,219,130.59
145,859,265,0,81.5,61,100,0,0,0,0,0,0,0,0,0
129,174.7,0,0,5,0,0,0,5,0,0,0,0,1200,0,0
90,149.75,95,0,5,10,41,5,161,0,26,371,139,10,367,45
37.5,80.5,73,0,17,80,24,49,37,30,31,175,377,36,677.49,-207.5
0,0,5,0,5,135,60,173.4,9.5,60,5,11,30,1000,21,5
76,739,402,0,7.5,127.5,3,0,43.5,119,0,0,3,0,0,6
210,44.5,20,0,0,141,20,98,168.3,129,4.5,0,360,0,334,0
78.5,4.5,91,0,39,20,294.6,198,49,315.9,0,36,67.5,134,180,24
136,67.5,0,0,27,99.5,0,0,85,0,584,335,35,167.5,0,0
,,,,,,,,210.9,213.5,301,154,327,95,215.5,22.5
,,,,,,,,50,10,7,518.7,127,107,500.6,222
148.5,572.25,0,0,0,0,5.5,0,30,40,0,0,0,747,0,0
0,135,0,0,0,224,85,0,0,85,5,360,85,312,85,170
0,83,137,0,223,251,135.8,152,40,63.2,6,169,57,87.5,88,54
,,479,0,38.5,212.5,33,33,130.5,153,19.5,23,105,146,134,40
,,,,,,,,208.5,141.5,146.5,31,135.5,450.68,269,167.78
,,,,,,,,,,,,436,320.55,697.3,96.95
24,11,0,0,0,0,6,0,0,0,0,78.5,37.95,35.5,5,1353
,,,,,,,,,94,357,285.5,584,0,0,240
30,69,130,0,187,12,106,42,366,154,46,153,30,5,119.5,124.8
,,,,,638.04,0,12.5,856.88,15,0,0,0,54,0,0
,,,0,49,167.5,134.2,103,12,21,52.5,98.5,142.9,116.25,680.29,0
125,450,130,0,160,165,145,105,50,84,5,70.5,5,45,40,0
,,,,,,,82,22.5,380.16,42.5,632.5,46.25,123.5,130.25,130.5
0,731,80,0,390,0,150,0,0,0,0,0,0,0,240,0
,,,,,,,,,,,,,1158.48,423,11
,,,,,,,,5,0,0,0,1050.8,222.99,19.5,299
27,202.1,152.5,0,190.5,67,398,107.1,126.5,54,20.5,48,145.1,30,34.8,0
220.4,-2.5,399,0,6,6,64,435,33,107.5,0,0,337.45,0,0,0
65,0,0,0,115,0,68,39,130,45,40,239,118,130,380,245
150,8,38,0,170.1,67,21,139,224,407,2,141,110,3,0,135
,,,,,,7,214.4,92,54,164.5,651,54,144,46,195
194,161.3,40,0,103,62,99,79,72,173.6,16,110,239,12,105,156.1
0,0,0,0,0,0,0,358.5,10.5,76.5,139.5,307,292,236.8,75,131.1
15,65,430.1,0,316,0,185,20,20,51,101,97,106.75,34,93,100.75
219.1,105,133,0,127,219,4,287,-97,260.16,5,193,121.5,32,20.25,14.25
,,,,,,,,154,93.5,139,86,483.14,437.48,181.95,68.55
427.1,87.2,122,0,165,72.28,52,31,181.2,39,17,66.25,85.75,158.5,19,123
57,30,85,0,93,276,57,25,48,293.2,18,24,53,30,141,423.9
,,,,,211,55,135,361.5,233.2,30,115,214.5,169.5,91,41
,,,,,,294.5,620.5,55,79,0,0,26.25,85.4,300.85,198.1
80,47,116.5,0,83,33.5,404.9,509.8,62,111.5,18,76.5,57.5,56.5,4.5,0
184,138,356.98,0,18,52,109.58,245,257.64,9,19,107,81,12,68,18
0,234.1,0,0,58.5,123,30.5,37,5,29,0,18,20,19.5,697.9,403
0,7.5,0,0,0,0,0,12,0,0,0,5,378.95,882.45,189.9,204
32,41,36,0,201.52,47,248,0,21.5,90.5,0,0,365.5,0,553.95,47.31
158.9,184,17,0,233.69,17.5,0,0,0,220,0,0,0,95,762,0
0,0,3,0,0,0,39,249,3,403.5,34.5,37.5,4.5,155,468.5,300.95
10,0,0,0,89,158,290.6,0,107,526.5,7,29,113,40,237,92
30,20,50,0,50,80,252,65,65,48,474,120,55,135,208,48
299,64,27.5,0,65,120,54.5,60,16,15,185,226.6,161,5,20,384.95
30,0,0,0,25,30,115,0,15,50,30,40,30,120,1210.77,10
34.5,220,40,0,40,10,323,15,56,341.93,33,49,187,210,77,72
0,1257.5,465,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10,181,0,99,71,115,121,119.5,0,42.5,315,136.05,187.9,166.28,158.45
89,567.8,5,0,118,102,288,19,0,444,0,70,0,6,18,0
83,72.25,39,0,0,11,169,166.4,180,97,32,45,192.75,334,89.25,227
,,,,,,,,,,,,,,,1742.8
510,88.5,0,0,308.4,0,0,0,10,338,23,259,45,40,43,95
,,,,,,,90,134,0,658.2,240.5,102,114,333.03,92.35
,,,,,,,,387,99,186,418.5,172,236.95,268.25,0
173.5,72.5,203.9,0,30,81,165,266,205,76.5,67,20.5,36.5,33,151.9,190
100.5,110,12,0,0,63,65.5,0,0,0,6,201,107.25,1057.5,55.5,0
5,91,49,0,96,65,80.5,146.6,60,454.2,52,159,218.8,76.25,125,101
40,25,147,0,41,33,146,139.5,403,37,87,129,82,74,219.25,185
0,0,0,0,176,16,6,106,45,0,4.5,10,102,0,512,810.99
40,0,97,0,0,38,110,0,0,0,0,0,244,370.5,851.5,39
268,51,78,0,59,53,215,120,38,124,33,155.5,233,181,71,114.2
0,105,55,0,54.5,181,50,50,50,932.02,0,129.5,0,50,50,90
20,60,90,0,60,0,0,0,250,226.6,110,60,463.5,214,125.1,119
432,0,0,0,65,346,27.5,0,0,80,25,85,82.5,33.75,281.5,345
129,188.5,199,0,195,2,100,179,269,3,0,0,0,76,347,129
,,,,,,,,,,,,,1348.5,475.5,-6
119,109,0,0,115,12,55,88,88,430,200,475,50,60,20,0
213.5,154.5,-72,0,182,109,208.5,0,83.5,306.7,160,207,199,0,0,73
87.5,5,29,0,123.4,77.4,527.8,119.4,67,361.14,26,73,139.5,30,130,30
245.4,20,359,0,410,121,90.5,130,45,67.5,12,56,88,122.25,51,12
37.5,110,260.98,0,142.5,25,52.5,499.5,46,367.3,52,127,111.5,0,0,0
24,89,43.5,0,63.5,239.4,18,55,10,59.5,5,681,11,12.5,521,5
10,195,120,0,549.4,355,156,20,16,194,6,30,17,18,117,36
,,300.5,0,318,0,0,0,0,0,0,0,1239.45,0,0,0
,,,,,,,,,1286,0,89.5,144.5,337.95,0,0
47.5,35,35,0,30,382.5,30,30,192,121.5,118,122.5,486.25,105,82,42
52.5,177.5,115,0,92.5,318,105.5,237.5,82,101.5,64,143,75,80,69,150
6.5,112.3,196,0,4,184,212.1,321.5,180.5,117,12,46,145,12,315,3
65,55,15,0,10,184.4,105,1120,26,6,0,110,32,78,39,25.5
212,290,139,0,0,203,263,132,68.5,10,62.5,140,50.5,57.75,154.95,92
0,103.5,99,0,0,99,68,307,233,462.5,0,98.5,199,208.36,0,0
20,166,110,0,466,47,69.6,16,10,90.5,45,62.5,115.5,236.95,232.25,197
440,0,20,0,270,17,47,21,68,40,50,121,129,417,42,206
,,,,0,25,449,102,115,317.2,28,43,18.75,216.3,194.15,381.75
682,15,10,0,192,116.2,106.2,11,165.5,473.2,26,0,12,70.46,12,0
,,,,,,,,0,100,0,265,531.5,125.5,860,10.5
206,135,92,0,87,112.88,152.6,93,132,-8,22.5,163,212.25,220,112,170
0,105,112,0,30,196.4,8,416,145,59,70,25,245.5,153,285,73
89,346,2.5,0,20,400,197.2,153,0,145,25,30,32,439.5,0,44
0,160,0,0,0,0,143.5,0,10.5,0,0,726.5,454.5,61,120.3,258.4
55.75,1893,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,40,14.5,192.5,58,19,117.5,246.75,172,699,390
250,95.5,10,0,67,210,12,10,10,144.5,68,523,64,65,341.95,101
0,79,74,0,150,84,181,87,96,243,48,84,93,155,486.95,111
21,20,30,0,50,206.5,71,70,56.5,461.5,24,290,80,34.5,30,536.95
0,46,0,0,15,104,144.8,26,123.6,442.7,62.5,298,187,110.3,105,318.8
0,285,0,0,0,30,120,395,55,30,150,160,130,461,169.5,0
0,0,293,0,349,207,5,25,137.3,0,15,100,71,375,161,248
91,74,216,0,30,2,415.3,430.6,73,8,9,274,293.25,40,49,3
,,,,,,,,,,,,1760,259.91,0,0
219,46,30,0,196,117,381,252,65,203.9,34,132,55.5,150,68,78
169,20,40,0,1040,20,25,50,232,42,46,106,119,36,36,48
0,6,525,0,443,165,341,0,242,95.2,0,60,18,44.5,104.95,0
0,392,45,0,153.56,15,85,148,37,66,50,154,214,36,491.15,168
475,334,247.5,0,39,213,326,89.5,58,12,30,70.5,78,15,58,10.5
15,75.5,6,0,0,0,0,0,0,87,59,229.2,973.75,142.5,424.5,58
52,143,332,0,44,72,245,141.5,40,65.5,97.7,160,228.5,20,285.95,145
,,,,,,54,95,0,0,95,479.5,250.75,152.25,557.09,392.95
250.4,21,58,0,192,92,45,105,61,441,12,78.5,112.25,429.45,37.8,141.3
201,3,116,0,85,118,604,415.2,20,30.5,2,123,0,0,46,316.25
226,75,213,0,40,55,87,30,399,36,188,364,133,24,48,171
234,24,0,0,0,0,0,0,0,0,0,0,195.8,331.58,0,1329.46
,,,,,,,,,,,,34.5,1204.45,246,630
0,180,21,0,459.2,65,337,0,0,106,70,76,305,253,209,46
21,90,199,0,472,190,467,0,456,75,35,90,35,0,0,0
75,85,5,0,127.1,400,553,15,26,36,183,60,254,160.5,100,53
,,83,0,21,123,27,111,717.5,184.5,0,74,380.75,395.5,6,12
39.5,39.5,80,0,84.5,521.5,43,120,110,90.5,92.5,503,88.5,134.45,133.45,66
71,269,180,0,25,0,244,139,469,0,0,0,0,6,0,762.9
77.5,734,82,0,57,164,121,83,89,65,134,45,58,39,268.5,153
261.8,330,270,0,209.17,145,120,11,44.5,0,318,29,13.8,20,335,64.95
0,0,0,0,0,0,0,275.5,0,0,0,0,0,1528.98,375,0
654,0,0,0,0,1526,0,0,0,0,0,0,0,0,0,0
421,215.3,76,0,78,246.4,66,237,100,275.15,18,4,15,42,106.25,289.5
108.5,921,18,0,0,0,0,0,40,20,0,467.48,332.95,179,32.95,73.26
285,115,445,0,54.5,152,300,23.5,98.5,243,42.5,93.5,210,70.5,58.3,4.5
74.5,202.5,22,0,201,191,55,40.5,81,257,96,115.5,403.5,181,163.75,129
0,59.5,0,0,0,8,17.5,0,98,578.5,189.5,63,324.25,259.1,327.25,290.75
21,199.4,122,0,225,69,67,100,352,0,280,150,377,50,82.5,125
14,14,127,0,252,32,74,0,127.2,599,39.5,158,22.8,443.95,230.45,92
,,,,,329,18,123.5,90,139.5,0,0,0,56,1458.5,17.5
0,52,11,0,0,5,36,126,441,0,98.5,998,162,185,125.9,0
95.5,0,0,0,261,0,95,64,42,290,32.5,218,371,114,510,148
278,275,11,0,0,551,545,10,278,0,34,19,51.25,0,158.5,58
379,863.1,374.9,0,25,20,43,369.38,15,56,0,0,11,6,62.1,47.58
,,,,,,,,343.75,259,105.14,637.92,523.23,177.08,203.14,29.99
43,154.5,34,0,178,47,40,16,340.9,376,363.5,37,147,132.5,311.23,64
,,,,,,,,653,46,65.5,298,528.5,214.5,463.95,23
37,499,115,0,105,0,5,0,5,170,15,115,568.95,488,100,70
281,332.5,512.5,0,175,29.5,145.5,299.5,304,9,0,6,120.8,80,0,0
53.5,35,244.5,0,108.5,384.5,168.5,13.5,0,0,9,168.5,202,841.57,90,0
0,183,0,0,0,0,0,0,96,10,0,458.44,372,1203.7,0,0
246,93.4,226.5,0,99,0,354.2,620.9,2.5,159.5,211.5,0,70,156.5,32.45,60
